video_id,title,published_at,view_count,like_count,comment_count,duration,hours,minutes,seconds,podcast,total_seconds,duration_minutes,is_short_strict
_YiudnB46Rc,Quickest way to get success,2025-02-21T17:21:08Z,46703,3029,22,PT2M4S,0,2,4,No,124,2.066666666666667,False
WlZVe0bu_c4,Mukesh Ambani’s Leadership Secret!,2025-02-21T17:20:11Z,1225219,57754,289,PT1M57S,0,1,57,No,117,1.95,False
gSJi13cdUmY,MBA don’t teach leadership?,2025-02-21T17:19:47Z,80274,3294,28,PT1M20S,0,1,20,No,80,1.3333333333333333,False
SqM1uODJ_wg,Dark Truth about Money!,2025-02-21T17:16:53Z,359036,14989,47,PT1M27S,0,1,27,No,87,1.45,False
B-QzDmZOuik,Indian Army Motivation 🔥,2025-02-19T08:54:52Z,24081,1242,25,PT1M59S,0,1,59,No,119,1.9833333333333336,False
_UWFws8Glqg,Trump’s WAR on China: Can India Turn the US-China Trade War to become a SUPERPOWER?,2025-02-13T13:00:07Z,1032154,24287,1849,PT23M31S,0,23,31,No,1411,23.516666666666666,False
a-a5kuLYtTo,"Will Reliance and Shein destroy ZARA, H&M and ZUDIO? | Business case Study",2025-02-06T12:30:07Z,918852,18343,873,PT20M35S,0,20,35,No,1235,20.583333333333332,False
qBOFexfWS4k,MODI’s MASTERSTROKE Budget 2025 Analysed in Simple words: Budget 2025 case study,2025-02-02T09:10:07Z,1133537,34492,1499,PT24M38S,0,24,38,No,1478,24.633333333333333,False
G7Jyzj1FpnU,What's the REAL Truth Behind AAP's Delhi Development Claims?,2025-01-30T15:15:07Z,340055,13064,3705,PT28M54S,0,28,54,No,1734,28.9,False
DyNO8gsuJIg,Tanker Mafia in Delhi?,2025-01-30T13:53:46Z,35019,1118,29,PT1M26S,0,1,26,No,86,1.4333333333333331,False
8NiMjjXSE78,Delhi Hospital Scam?,2025-01-30T13:51:57Z,55442,1615,43,PT1M15S,0,1,15,No,75,1.25,False
0j0weFIDWgM,Delhi Water is not Safe for Drinking?,2025-01-30T13:49:41Z,15447,564,31,PT1M10S,0,1,10,No,70,1.1666666666666667,False
ovK-Ju26gJw,Money is REAL Women Empowerment?,2025-01-30T13:46:11Z,194244,5873,255,PT1M30S,0,1,30,No,90,1.5,False
RSogF2DDpaI,Can Yamuna be cleaned?,2025-01-30T07:37:18Z,162170,3728,202,PT1M10S,0,1,10,No,70,1.1666666666666667,False
8Lhkt_9Xx9s,Kejriwal vs Think School,2025-01-24T18:21:28Z,161925,7367,233,PT1M30S,0,1,30,No,90,1.5,False
8nES01011GY,"Freebies, Water Crisis, Dirty Yamuna & Healthcare Problems Under AAP's Rule! : Delhi 2025 Elections",2025-01-24T14:25:08Z,1159699,41764,8393,PT1H37M16S,1,37,16,No,5836,97.26666666666668,False
FoQR9rLpRy8,How Elon built SPACE X and became the Richest Man on Earth?  @SpaceX,2025-01-21T12:30:08Z,1423757,35997,1425,PT24M54S,0,24,54,No,1494,24.9,False
TZ77JouLUYQ,India’s Unfair Advantage? #automobile #business,2025-01-17T14:31:15Z,645847,26770,199,PT1M18S,0,1,18,No,78,1.3,False
cxwhEqwBSxU,Truth about Zudio Revealed!,2025-01-13T13:42:04Z,55466,1950,13,PT1M27S,0,1,27,No,87,1.45,False
CCTpxFwZPFg,How Zudio and Westside conquered India’s Fashion market and made 11069 crores?  |  IBP,2025-01-13T13:34:00Z,203413,4570,107,PT1H2M6S,1,2,6,No,3726,62.1,False
uZis94azCzk,World's TOP AI Expert Shares NVIDIA Secrets! @NVIDIA,2025-01-08T12:41:31Z,24905,1730,22,PT1M40S,0,1,40,No,100,1.6666666666666667,False
sbv0CfUv2TU,India’s Rise as a Space Superpower: The Incredible Story of SpaDeX (Space Docking  Experiment),2024-12-30T17:11:47Z,896762,37005,1235,PT12M27S,0,12,27,No,747,12.45,False
Z6dwd50bNq0,The Shocking Rise of Pulse Candy: From 0 to 100 Crores? | Business Case study,2024-12-25T13:48:08Z,504064,14960,536,PT18M52S,0,18,52,No,1132,18.866666666666667,False
CyDInDZ1vAA,Protein Market Exposed!,2024-12-20T07:34:05Z,156133,6045,61,PT1M3S,0,1,3,No,63,1.05,False
nNbphew2mpU,Masterstroke or Death of Democracy: One Nation One Election EXPLAINED,2024-12-18T16:06:31Z,1366683,44767,5016,PT23M55S,0,23,55,No,1435,23.916666666666668,False
OriQPwNZ8Wo,This INDIAN makes 400cr by doing FREE heart surgeries? : Narayana Health Business case study,2024-12-14T13:15:07Z,365902,15518,504,PT21M8S,0,21,8,No,1268,21.133333333333333,False
Hagk0kbNNaM,Your Aadhaar data is Hacked?,2024-12-11T15:58:05Z,212729,11058,33,PT1M1S,0,1,1,No,61,1.0166666666666666,False
0wx0H9pInIk,"How to protect Your Accounts, Business,Laptop and Phones from getting hacked? : Cyber security Guide",2024-12-11T15:44:46Z,133452,3233,110,PT1H14M56S,1,14,56,No,4496,74.93333333333334,False
fA-7AnNeIfA,Amul's Genius marketing strategy,2024-12-07T14:47:40Z,1341786,49960,204,PT1M1S,0,1,1,No,61,1.0166666666666666,False
NGJEr4HNBRE,Amul vs Nandini,2024-12-07T14:27:48Z,128186,7046,72,PT1M1S,0,1,1,No,61,1.0166666666666666,False
Q2wkOtWH7HI,Can Amul go IPO? MSP is bad? Amul’s secret e-commerce plans decoded with Head of @amultv ? IBP EP21,2024-12-07T13:30:13Z,467898,11024,678,PT1H50M37S,1,50,37,No,6637,110.61666666666666,False
PN51tJhZscE,Is Indigo's Business Empire CRUMBLING? : Business case study,2024-11-23T13:45:08Z,1142862,24064,1035,PT14M53S,0,14,53,No,893,14.883333333333333,False
D_wV_gASkqk,Why is Maharashtra going Bankrupt?: Economic Case study,2024-11-16T15:00:07Z,643528,23014,2189,PT19M7S,0,19,7,No,1147,19.116666666666667,False
-dqpFtki2uw,Secret of Celebrity weddings!,2024-11-14T15:30:00Z,99054,4372,11,PT1M1S,0,1,1,No,61,1.0166666666666666,False
-tbJl3rrN78,"How did Manyavar become a 30,000 crore company? : Indian Business Podcast Ep 19",2024-11-14T14:03:26Z,479560,8978,302,PT2H2M8S,2,2,8,No,7328,122.13333333333334,False
TmD8t5XWPJ0,Donald Trump's SHOCKING impact on India? : Geopolitical Case study,2024-11-07T12:30:06Z,1827961,43462,1418,PT13M55S,0,13,55,No,835,13.916666666666666,False
JydbBDgG58o,Why America and Israel are Afraid of Iran? Geopolitical Case Study,2024-11-05T15:15:20Z,1865048,40939,3444,PT20M18S,0,20,18,No,1218,20.3,False
gWwNZGRCDM4,Why is India not a Nuclear Superpower ? | Geopolitical Case Study,2024-11-03T14:50:11Z,1356150,36924,1991,PT23M15S,0,23,15,No,1395,23.25,False
0DrAzdRo3RM,Is Make In India Failing? | Case study,2024-10-28T15:01:08Z,1042806,31125,4297,PT27M21S,0,27,21,No,1641,27.35,False
r4X_G9AHg8k,There's always money on the table!,2024-10-28T12:02:39Z,20718,803,2,PT1M1S,0,1,1,No,61,1.0166666666666666,False
nNP4o1wE6Vo,How can you make 1cr/year with farming? | BharatAgri Co-founders |Indian Business Podcast EP18,2024-10-24T15:02:00Z,721677,16918,801,PT1H34M9S,1,34,9,No,5649,94.15,False
bSx6hDjALkQ,What made Dhirubhai Ambani a Business Genius? | Business Case Study,2024-10-19T14:40:06Z,1083093,27646,650,PT28M10S,0,28,10,No,1690,28.166666666666668,False
xJmO3B98DlQ,How to make 40 lakhs per month with  subscription model in India? | Level supermind IBP Ep 17,2024-10-17T14:01:01Z,157228,3762,149,PT1H18M19S,1,18,19,No,4699,78.31666666666666,False
e2kDcVjEJKM,Swiggy IPO Goldmine or Disaster? Detailed Case study,2024-10-09T15:00:07Z,596140,14597,540,PT17M41S,0,17,41,No,1061,17.683333333333334,False
xTh__usZ44k,How Royal Enfield Crushed Foreign Brands?,2024-09-28T14:45:31Z,659160,22572,556,PT18M4S,0,18,4,No,1084,18.066666666666663,False
vgjkzFIq_94,Jumboking vs Mcdonald’s?,2024-09-27T05:30:25Z,95558,3210,33,PT1M1S,0,1,1,No,61,1.0166666666666666,False
U38tANUftE4,Market research Secret,2024-09-24T08:02:21Z,107505,3613,14,PT1M1S,0,1,1,No,61,1.0166666666666666,False
yF6rTIrlcwc,"Rise and Fall of Patanjali, Whats the future?: Business case study",2024-09-18T13:30:07Z,805630,16469,1472,PT25M22S,0,25,22,No,1522,25.366666666666667,False
T1PLEPTbXc4,India's Secret Weapon to counter China’s Solar Dominance? : Waaree Energies | Business Case study,2024-09-10T13:30:12Z,1014289,27698,1279,PT23M28S,0,23,28,No,1408,23.466666666666665,False
OeHVlN73aKA,How Donald Trump’s Genius marketing made him the President of USA?🇺🇸 : Marketing Strategy Explained,2024-08-30T14:30:12Z,797322,22166,1580,PT29M33S,0,29,33,No,1773,29.55,False
G_LdttkVQmI,How Nike Lost $27 billion in one day? : Direct-to- Consumer Business case study,2024-08-27T13:30:12Z,569374,16398,490,PT22M59S,0,22,59,No,1379,22.983333333333334,False
wqxR8Uh3D5o,Can India become the 3rd largest Economy?,2024-08-25T13:54:10Z,77226,3011,85,PT1M1S,0,1,1,No,61,1.0166666666666666,False
3Lgf2WHstBY,How will Modi govt fix India’s problems? : ft. Sanjeev Sanyal | Indian Business Podcast EP13,2024-08-23T15:30:07Z,1229472,21899,2320,PT1H11M18S,1,11,18,No,4278,71.3,False
GQPymbqa08A,The Rise and Fall of Old Monk | Business Case Study,2024-08-19T14:00:29Z,1095154,25924,1493,PT19M31S,0,19,31,No,1171,19.516666666666666,False
tykAc024_8o,Is this the end of Adani? Decoding SEBI's response to Hindenburg (Business case study),2024-08-17T15:30:07Z,788470,20833,1909,PT15M50S,0,15,50,No,950,15.833333333333334,False
Ctolh4idTbc,Power of Autonomy: How  it can help produce amazing results?,2024-08-14T09:33:33Z,27015,1170,6,PT1M1S,0,1,1,No,61,1.0166666666666666,False
CA-qqh5_g0c,Odoo vs Zoho vs Microsoft : Building Odoo into a 433 million dollar company? :  IBP EP12,2024-08-12T11:30:08Z,243374,5212,247,PT1H16M57S,1,16,57,No,4617,76.95,False
qZXYj4G4vzg,How hosting 2036 Olympics will ruin India? | Economic Case study,2024-08-07T15:30:07Z,931992,24921,2484,PT19M44S,0,19,44,No,1184,19.733333333333334,False
Fcammw5Dh2Y,Why UK 🇬🇧 is going Bankrupt? : Detailed Economic Case Study,2024-08-03T14:30:07Z,1991305,51641,4054,PT20M37S,0,20,37,No,1237,20.616666666666667,False
s1sv7iFDdxY,Can Meesho's Business strategy beat Amazon? | Business Case Study,2024-07-29T12:30:07Z,653128,18385,652,PT27M11S,0,27,11,No,1631,27.183333333333337,False
3EmuERXoVfQ,Beerbiceps 0 to 100 cr journey @BeerBiceps !,2024-07-29T12:13:47Z,91473,3338,28,PT1M1S,0,1,1,No,61,1.0166666666666666,False
2PUiopS8GrQ,How BeerBiceps became a 100 crores Media Giant?  | Indian Business Podcast : Episode 11,2024-07-27T13:00:08Z,1088425,21273,1317,PT2H22M23S,2,22,23,No,8543,142.38333333333333,False
_SAtdVsQgwY,Budget 2024 : Biggest Mistake or a Masterstroke by the Modi govt? | Complete analysis,2024-07-25T15:31:12Z,1160765,33617,4320,PT29M38S,0,29,38,No,1778,29.633333333333333,False
jLSWPNPSoFs,Was the Ambani Wedding a Genius strategy or just a Show of Extravagance? : Marketing Case study,2024-07-18T15:00:12Z,1547011,49730,3987,PT25M10S,0,25,10,No,1510,25.166666666666668,False
CaM10wZT4p0,Why is Ferrari the greatest car in the world ? | Documentary on Enzo Ferrari,2024-07-16T14:00:06Z,405443,14306,367,PT25M19S,0,25,19,No,1519,25.316666666666663,False
Osj5BaAfj84,Can Modi 3.0 beat Germany? : Indian economic case study,2024-07-10T13:30:09Z,905641,32420,3095,PT29M10S,0,29,10,No,1750,29.166666666666668,False
BnLN8SgLAXY,Did Modi really kill black money in India? : Economic case study,2024-07-07T15:00:12Z,2247465,59798,4898,PT27M40S,0,27,40,No,1660,27.666666666666668,False
wwWYtEQZvoU,Hyundai IPO decoded in simple words :Business case study,2024-07-05T11:45:06Z,364171,10943,439,PT27M25S,0,27,25,No,1645,27.416666666666668,False
RBhy8TvWq3k,How a Poor boy became a Billionaire by selling bags? : Louis Vuitton Business case study,2024-06-26T14:45:08Z,766367,37044,517,PT23M22S,0,23,22,No,1402,23.366666666666667,False
cYgufa8c14A,GOLD prices are rising. Is it KILLING the US Dollar ? : Geopolitical Case Study,2024-06-18T14:00:08Z,1572632,38776,1327,PT24M53S,0,24,53,No,1493,24.883333333333333,False
fPsvjCjvC6Q,How BJP’s Genius marketing strategy turned it into a political superpower in India? : Case study,2024-06-05T15:30:08Z,1347043,42338,4066,PT37M5S,0,37,5,No,2225,37.083333333333336,False
AnOqz5TsumU,How MBAs failed Boeing ? : Business Case study,2024-06-03T13:00:08Z,1322745,35081,1763,PT27M52S,0,27,52,No,1672,27.866666666666667,False
TdQ2UD-U9rQ,"@-RiteshAgarwal  discusses SECRET Business Strategies, OYO Bankruptcy and Peter Thiel on IBP Ep 9",2024-05-30T13:15:09Z,862372,10852,407,PT1H54M50S,1,54,50,No,6890,114.83333333333331,False
OGs2YsqvWDg,Blinkit’s Genius Strategy that stunned Amazon | Business Case Study,2024-05-24T13:00:08Z,2499003,61008,2081,PT28M7S,0,28,7,No,1687,28.116666666666667,False
Ayy-__ghfUI,How Jaishankar made India powerful using India Middle east corridor? : Geopolitical Case Study,2024-05-20T14:00:08Z,1717706,52822,1951,PT18M24S,0,18,24,No,1104,18.4,False
uKO8tk3_itQ,"FM opens up on North vs South, Congress,GST, IncomeTax & India’s Economy| IBP Episode 8",2024-05-19T12:00:08Z,3558846,65010,4961,PT1H1M48S,1,1,48,No,3708,61.8,False
AvgXbmlg-j8,Ex-Congress MP Milind Deora Reveals why Modi’s Vision is the way to go for INDIA? IBP Episode 7,2024-05-14T12:30:08Z,449110,10970,1353,PT1H13M2S,1,13,2,No,4382,73.03333333333333,False
bQMG4fJZiAk,Why Congress is giving Freebies& MSP? How did Kerala's Crisis happen? ft Dr. Shashi Tharoor: IBP Ep6,2024-05-10T08:30:08Z,755767,23902,4988,PT59M55S,0,59,55,No,3595,59.916666666666664,False
fQCKKkEJxtQ,How did BJP become a Political Superpower? | ft. Shantanu Gupta : Indian Business Podcast| Episode 5,2024-05-06T08:30:06Z,950665,19272,1919,PT1H51M28S,1,51,28,No,6688,111.46666666666668,False
dKaklg_-Zu8,What is BJP promising in 2024 elections? : BJP Manifesto Explained in Detail,2024-05-01T12:00:08Z,1039550,36745,4707,PT26M32S,0,26,32,No,1592,26.533333333333335,False
Dq_lv8G3KmE,Understanding the gaps in the STUDY ABROAD MARKET?,2024-04-26T12:30:08Z,606155,19517,1192,PT19M27S,0,19,27,No,1167,19.45,False
3SnOmNwqgLc,How to put a business on autopilot? : ft. Amit Jain of Car Dekho: IBP Ep 4,2024-04-22T15:00:07Z,363092,6795,396,PT1H38M9S,1,38,9,No,5889,98.15,False
FK7Chd_XNwU,From Poverty to 3300 crores. How Dr.Velumani built Thyrocare? | Dr Velumani |IBP Episode 3,2024-04-15T03:30:05Z,1064850,24161,916,PT2H1M8S,2,1,8,No,7268,121.13333333333334,False
Hur59sjE5wo,Where has BJP failed during the Modi Era? : Decoding the “BLACK PAPER” of the Indian Economy,2024-04-12T11:00:07Z,1112549,47318,7382,PT19M31S,0,19,31,No,1171,19.516666666666666,False
Q073TTZx7aM,Did Russia win the war against US & EU? Economic Case Study,2024-04-09T14:00:07Z,778399,25294,2248,PT23M30S,0,23,30,No,1410,23.5,False
iqs1qw80rUs,Can India beat China in the Energy race? : Detailed Case Study,2024-03-31T14:30:07Z,661849,23366,1269,PT18M35S,0,18,35,No,1115,18.583333333333332,False
j7u7AErcYB8,Why is Kerala Falling Into an ECONOMIC crisis? Why did Supreme Court intervene? Explained in Detail,2024-03-29T14:00:07Z,1344138,46280,8822,PT17M14S,0,17,14,No,1034,17.233333333333334,False
ba9TJFBdFQ8,"Nitin Gadkari breaks his Silence on Electoral Bonds, Farmer protest & his Vision for India: IBP Ep 2",2024-03-28T13:30:08Z,1151273,40488,4067,PT1H8M8S,1,8,8,No,4088,68.13333333333334,False
OBY2L3fUP1A,How IBC changed Indian Banking Forever saving 3 Lakh Crores ? : Economic Case Study,2024-03-26T14:39:07Z,521339,18461,797,PT19M18S,0,19,18,No,1158,19.3,False
Z2uCmS3qgpo,Why is Bajaj betting on CNG while everyone else is focused on EVs?: Business Case Study,2024-03-22T13:30:07Z,698551,18873,1096,PT16M50S,0,16,50,No,1010,16.833333333333332,False
_NTh5l9HJBY,Electoral Bonds : Biggest scam in Indian History? : Explained in 15 mins,2024-03-18T14:00:06Z,763896,32745,3415,PT16M57S,0,16,57,No,1017,16.95,False
ijUZnhYv8CQ,How JIO’s Masterplan Beat Disney & became the King of Indian OTT? | Business Case Study,2024-03-14T14:00:07Z,562574,19034,881,PT24M8S,0,24,8,No,1448,24.133333333333333,False
TXaRvGshcM8,How Did Adani Group Bounce-back from the Hindenburg Fiasco? Detailed Business Case Study,2024-03-11T14:30:07Z,524175,20026,964,PT21M50S,0,21,50,No,1310,21.833333333333332,False
hjVama9Id8M,Can MODI’s GOLDEN TEAM hit the 10 Trillion dollars GDP dream for India? : Economic Case Study,2024-03-06T14:30:10Z,1282580,41609,3868,PT23M48S,0,23,48,No,1428,23.8,False
AuDbtP_iCJ8,Aam Aadmi Party Honest Report Card : Did they really change Delhi? : Political Case study,2024-03-03T13:15:16Z,533727,20670,3365,PT21M53S,0,21,53,No,1313,21.883333333333333,False
BanDS5A-hLU,Guide to make your product addictive : Duolingo Business Case Study,2024-02-29T13:30:10Z,323036,11579,459,PT21M41S,0,21,41,No,1301,21.683333333333337,False
Snx57b5p5VU,Are Farmer demands BASELESS or is the govt exploiting the farmers? : MSP Economic Case Study,2024-02-26T15:00:07Z,626216,29387,3552,PT19M3S,0,19,3,No,1143,19.05,False
gaJR-aMqAnY,How RBI saved India from a Banking Crisis? : Economic Case Study,2024-02-23T12:30:10Z,837635,29403,1693,PT15M21S,0,15,21,No,921,15.35,False
CnaFfKV625c,"Shark Tank Investments & Pitching ft. Ritesh, Radhika and Vineeta | Indian Business Podcast | Ep 1",2024-02-19T13:30:30Z,636152,16035,524,PT55M40S,0,55,40,No,3340,55.666666666666664,False
iUF-Wh1Iu7w,Decoding the WHITE PAPER of the Indian economy? : Economic case study,2024-02-16T14:30:10Z,1025956,42560,6657,PT25M23S,0,25,23,No,1523,25.383333333333333,False
AZf9bOKjzv4,How KEJRIWAL’s GENIUS strategy beat BJP & Congress & made him the KING of Delhi? : Case study,2024-02-15T14:30:11Z,553839,19236,2216,PT21M33S,0,21,33,No,1293,21.55,False
7JXkKVA5RAA,Will Paytm CRASH or Make a COMEBACK? Why is RBI hitting Paytm? :Business case study,2024-02-05T14:00:11Z,1179601,37336,1085,PT15M30S,0,15,30,No,930,15.5,False
ow5LxMPuRz0,Why India has a POOR CREDIT RATING Despite being the fastest growing ECONOMY? : Detailed CaseStudy,2024-02-02T14:00:11Z,842612,37363,1971,PT19M1S,0,19,1,No,1141,19.016666666666666,False
-98fnc4VAo8,How A Poor Boy Built A 2000Cr Dairy Company And Beat Giants: Business Case Study,2024-01-28T14:00:09Z,1385449,41631,1461,PT21M28S,0,21,28,No,1288,21.466666666666665,False
HtUiNw8K3XE,What is the HIDDEN SECRET behind the Iran-Pakistan Conflict : Geopolitical Case Study,2024-01-23T15:30:08Z,930508,29627,1166,PT17M11S,0,17,11,No,1031,17.183333333333334,False
eCoOsDrbics,Why Gujarat’s Gift City is a GAME CHANGER for INDIA? : Economic Case Study,2024-01-19T13:30:07Z,2004732,52734,3102,PT21M53S,0,21,53,No,1313,21.883333333333333,False
e58amA-TqiM,The Honest BJP Report Card (Analysed with Stats): Were the Promises Fulfilled?,2024-01-16T15:00:09Z,1712813,69835,8093,PT26M36S,0,26,36,No,1596,26.6,False
b9rLMlN5QnU,The Genius Strategy of Coca Cola to beat Pepsi | Business War: PEPSI VS COCA COLA,2024-01-07T15:34:11Z,599338,19290,354,PT15M36S,0,15,36,No,936,15.6,False
zQx5yJsIBWo,OLA Electric: Is there any future in India?,2024-01-05T14:39:10Z,748858,21114,814,PT25M34S,0,25,34,No,1534,25.566666666666663,False
nqqPFXv8pAk,How the Red Sea War will affect the Indian Economy? EXPLAINED IN 8 mins,2023-12-30T14:30:07Z,977566,28148,622,PT13M44S,0,13,44,No,824,13.733333333333333,False
wm86VOSf3rc,Is Gujarat model a Miracle or a Disaster? : Indian Governance case study,2023-12-24T15:30:11Z,859891,33592,2737,PT20M55S,0,20,55,No,1255,20.916666666666668,False
s8NWNIGObjU,What's happening to BYJU'S? : Business Case Study,2023-12-21T14:30:08Z,1122996,29105,970,PT20M36S,0,20,36,No,1236,20.6,False
fubBvMdSWjE,Can Google Gemini beat ChatGPT? : Google vs Microsoft Business case study,2023-12-15T16:00:09Z,782263,24550,793,PT18M55S,0,18,55,No,1135,18.916666666666668,False
pQfUPjo2RQs,Was Abrogation of Article 370 good for India?🇮🇳 : Political Case Study,2023-12-14T15:10:06Z,995121,31870,1152,PT16M29S,0,16,29,No,989,16.483333333333334,False
0QWC_N6Hi5s,Is India Winning or Losing the Electric War?: Business Case Study,2023-11-30T14:30:11Z,1000484,28739,1613,PT24M35S,0,24,35,No,1475,24.583333333333332,False
QP20QMad1eE,How WeWork's SHOCKING Mistake made it go BANKRUPT from 47 Billion dollars? : Business Documentary,2023-11-20T14:00:11Z,530779,18810,438,PT22M56S,0,22,56,No,1376,22.933333333333337,False
_2-JIfqStOc,How Adani’s Genius strategy of Transhipment Port is making India powerful? : Business Case Study,2023-11-17T14:00:08Z,636446,28255,1480,PT14M16S,0,14,16,No,856,14.266666666666667,False
ocdFuuAaApE,What India needs to learn from Turkiye's economic crisis? : Economic case study,2023-11-08T14:46:11Z,947899,28028,1791,PT18M27S,0,18,27,No,1107,18.45,False
J-V7wR4YPOw,This Secret B2b Company Makes 400 Crores Per Year By Helping Zomato And Uber: Business Case Study,2023-11-03T15:00:10Z,463324,16949,363,PT19M54S,0,19,54,No,1194,19.9,False
0DlSRxEq0W4,Why is India going against MALDIVES? Secret to PM Modi’s Lakshwadeep Visit? : Case study,2023-10-31T13:30:14Z,647592,18009,883,PT12M23S,0,12,23,No,743,12.383333333333333,False
A8jyW_6hCGU,How Taylor Swift Became A Billionaire ? The Music Industry Business case study,2023-10-23T14:30:07Z,684347,33934,1631,PT17M31S,0,17,31,No,1051,17.516666666666666,False
cT93a0ENcqg,How Israel-Palestine War could Shake the World Economy? : Geopolitical case study,2023-10-11T16:00:08Z,1591624,38481,2526,PT16M48S,0,16,48,No,1008,16.8,False
7WcCeymKCq4,Can Nitin Gadkari fix the Highway crisis of India? : Economic Case study,2023-10-09T15:30:07Z,818218,22495,1823,PT15M53S,0,15,53,No,953,15.883333333333333,False
qJleik1x5k0,Karnataka vs Tamil Nadu : India's longest water dispute explained in 15 mins.,2023-10-06T14:30:11Z,690930,24591,1927,PT16M16S,0,16,16,No,976,16.266666666666666,False
