video_id,title,published_at
tTlwfnZAdQk,Why is China taking over Indian BORDERS and what is INDIA doing? : Geopolitical case study,2022-09-16T15:00:11Z
r7x_Xa0b5nk,How RAPIDO is secretly STEALING OLA and UBER's profits to break the duopoly? : Business Case study,2022-09-13T14:30:10Z
ST53gYEX_nY,What Schools don’t teach you about Chhatrapati Shivaji Maharaj? : Case study,2022-09-10T12:30:10Z
asntNnmjyDI,How America's Strategy built the GREATEST ARMY mankind has ever seen? : Geopolitical case study,2022-09-02T14:30:12Z
t8FunWBwmqg,How Russia-China's ECONOMIC STRATEGY is CRUSHING the DOLLAR? : CURRENCY WARS Case study Ep 2,2022-08-30T14:00:13Z
OO_t9KhVg0U,How China’s SPY SHIP STRATEGY  is Killing India’s Security? : Geopolitics Casestudy,2022-08-27T13:00:16Z
hrcuXm9H5VI,How TALIBAN's WAR STRATEGY defeated the US Army in Afghanistan? : Geopolitical case study,2022-08-24T14:30:14Z
-dQwiYE51sU,Why INDIA is scared about ISRAEL-PALESTINE conflict? : ISRAEL-PALESTINE EXPLAINED,2022-08-19T14:30:10Z
22NDH6OTCpU,DECODING China's WAR STRATEGY to invade Taiwan against USA & Japanese Army?: Geopolitical Case study,2022-08-16T14:30:13Z
Rp5QLemo6E8,What Schools DONT teach you about HOW Sardar Patel Unified Kashmir & Hyderabad? : Case study,2022-08-13T12:30:11Z
-MB6FdKyJmg,How Zepto/Dunzo's BUSINESS STRATEGY is CRUSHING Dmart and Reliance? : Retail Business War EXPLAINED,2022-08-09T14:00:09Z
cW6_C7mqQYY,How America's STRATEGY made US DOLLAR the MOST POWERFUL CURRENCY in the WORLD? : Case study,2022-08-05T14:30:11Z
tgFEFEOisAI,Why US-China are preparing for WAR over Taiwan? : Geopolitical Case study (Recap Episode),2022-08-02T14:00:11Z
IBbz8sjVz6I,How Putin's WAR STRATEGY is KILLING Europe and US? : War Strategy Case study ( Russia vs Europe),2022-07-29T14:00:16Z
FxiZRYJTEo0,What India needs to learn from the Chinese Economic Crisis? : Chinese Evergrande Crisis,2022-07-26T14:30:11Z
RJRYLrkvOyA,How ADANI's Genius/RISKY DEBT STRATEGY fuelled the SUPERFAST expansion of ADANI Group? : Case study,2022-07-23T12:30:11Z
WP0X1R_z7yI,How Ratan TATA's GENIUS STRATEGY is racing it past Hyundai & Suzuki in India? : Business Case study,2022-07-19T14:30:13Z
icjoSeNEOx0,How RBI's STRATEGY will KILL the US DOLLAR dominance in the world economy? : Rupee Vs Dollar War,2022-07-15T14:30:11Z
yPo7mq27jEg,RBI DETAILED State Report Explained in Detail: Are Indian states going BANKRUPT like SRI LANKA?,2022-07-12T14:30:11Z
k-51exmR9R4,Why are Indian Startups Failing Miserably? : Business lessons from Indian start up Crash EXPLAINED,2022-07-08T14:30:09Z
LwnApD9YXNY,Why BUY NOW PAY LATER Cards are facing the heat from the Regulators? : DARK side of BNPL,2022-07-05T14:30:11Z
9SmS3qLe00k,How JAPAN's SECRET STRATEGY made it SUPER RICH even after USA's Nuclear Attack? | Lessons for India,2022-07-01T14:30:14Z
LYs4b3fTX7Y,Why is OLA's BUSINESS MODEL Failing MISERABLY in India? : Business case study,2022-06-26T12:30:11Z
LJGb2qCNyzM,How AGNIPATH will Change the FORTUNES of Indian Armed Forces? : AGNIPATH SCHEME Explained,2022-06-23T14:30:12Z
BIn1AzZsQUU,How USA uses the EVIL WAR strategy to Manipulate the World? : US War Business strategy exposed,2022-06-21T14:30:10Z
sZmNdXZjKgs,How UPI's Bold Business STRATEGY will KILL VISA and MASTERCARD? : UPI CREDIT LINKING EXPLAINED,2022-06-17T14:30:10Z
kotO3sUv-xo,How Ratan TATA's brilliant business STRATEGY made it the KING of Indian AC market? : Case study,2022-06-14T14:30:15Z
VPFGqmFTKSM,Why are GIANT Edtech companies FAILING in India? : Edtech Crash Case study,2022-06-10T14:30:12Z
MSncugJvSa4,ADANI's Genius BUSINESS STRATEGY to become CEMENT KING of India? : Adani Ambuja Business Case Study,2022-06-07T14:30:09Z
FPj5gTT4j_A,EXPLAINED: How fall of a currency value affects a country? : Using Case study of China and Nigeria,2022-06-03T14:30:12Z
PZEQnCaGxgw,How Andaman and Nicobar's Military STRATEGY is making India UNBEATABLE? : Geopolitics Case study,2022-05-31T14:30:13Z
t_qNc56FwsU,How Bangladesh's Secret STRATEGY made it RICH? : Business Case Study,2022-05-27T14:30:11Z
sBBMRBVvVis,Will ONDC KILL Zomato & Swiggy? : Business case study,2022-05-24T14:30:14Z
BiO2WRPBzSA,Why is India facing a power crisis despite having the 5th largest Coal reserves in the World?,2022-05-21T14:30:13Z
h7xd2PqtglQ,How Adani got RICH after Palm Oil crisis ? : Edible Oil crisis Case study,2022-05-18T14:30:12Z
I7vz7Ym82_4,How India is TRAPPING China with its Military STRATEGY? Geopolitics EXPLAINED,2022-05-15T14:30:14Z
_VdKPmtzuqs,How BANGLADESH became a SUPER FAST growing Asian Economy? : Bangladesh Growth case study,2022-05-10T14:30:10Z
UE-Y6W4p8k4,How American Ultra Rich saved Tax worth 1 Trillion dollars? : Business Case Study,2022-05-03T14:30:10Z
Rh30CfP7ncA,Why NITIN GADKARI is pushing GREEN HYDROGEN for Indian Industries : Policy Case Study,2022-04-29T14:30:11Z
8352JG8CCoE,How China is TRAPPING INDIA using Pakistan & Sri Lanka? :Geopolitics Case study (China's Trade plan),2022-04-27T14:30:32Z
Wlgk8XXHWuA,Was BSNL KILLED by the Powerful people of India? : BSNL Tragedy Case Study,2022-04-23T14:30:11Z
SGpTBKbGcQ8,How PAKISTAN Destroyed its Economy?Pakistan's Economic Crisis case study,2022-04-19T14:30:13Z
urLoa8PkQpU,How Tanishq HACKED the GOLD Market of India : Titan & Tanishq (A TATA Product)  Business Case Study,2022-04-15T14:30:13Z
H3Z7bFXfMAU,How China SECRETLY Killed Sri Lanka ? : Understanding China's Master plan Ep 1/3 Case Study,2022-04-12T14:30:10Z
eLT1To94V-Q,Ratan TATA vs Reliance: How TATA NEU App's BUSINESS MODEL will change the game for TATAS?,2022-04-08T13:30:13Z
kXvwHAeWYqs,Dream 11 : Exposed | Business Case Study,2022-04-05T13:45:14Z
iLY_5DMndWY,How did IPL's GENIUS Business Model make it a MONEY MACHINE FOR India? : IPL Business case study,2022-04-01T14:00:12Z
JkIxbnhMrTw,How did the INTERNET MAFIA kill Mozilla? : Business case study Mozilla vs Microsoft/Google,2022-03-29T14:00:11Z
WKdrVVv70dk,How did Ratan TATA build TITAN into a $31 Billion company? : Titan Watches Case Study,2022-03-25T14:00:12Z
WWpSZY1RAAM,"How HAVELLS BUSINESS strategy made it a GOLDMINE stock with 70,000% returns : Case Study?",2022-03-22T14:00:12Z
iQRe7OHtHXg,"How did scammers game the LARGEST STOCK EXCHANGE in India to make 50,000cr? : NSE Scam Explained",2022-03-18T14:30:11Z
WnfqgKTz3fk,Why is the USA manipulating India & the World about Russia-Ukraine war? : Geopolitical Case Study,2022-03-11T14:00:14Z
-DE7KXOK_qU,How did a Woman born in India become the CEO of PEPSICO & transformed it? : Women's Day Case Study,2022-03-08T14:00:13Z
dVtnSPZn6BU,How LIC's Agents Changed India FOREVER turning it into a 22 Lakh Crore Company ? : LIC Case Study,2022-03-04T14:00:12Z
3rHfD9IB-24,Think School's Youtube STRATEGY to go from 0 to 1 Million subscribers | Think School Case Study,2022-03-01T14:00:10Z
vgV9HNuUxKY,How ABG Shipyard pulled off the BIGGEST Banking Fraud in Indian History? : Business Case Study,2022-02-25T11:14:40Z
B_AY4a3_-GQ,How India's MASTERSTROKE with Rupay is killing VISA and is changing India? : Business Case Study,2022-02-22T14:00:11Z
cbTEAeteaI8,"How Pidilite's STRATEGY made it a GOLDMINE stock giving 14,000% returns? : Business Case Study",2022-02-18T14:30:11Z
jRRpGLy0TBg,How Mankind's GENIUS STRATEGY turned Preganews into a Market Leader?: Business Case study,2022-02-16T14:00:09Z
Paux1v1E2pY,How Wint Wealth is dominating the Bond Market? : Detailed Case Study,2022-02-08T14:30:12Z
j7vhuQ_GzvQ,How Ashneer Grover's GENIUS STRATEGY turned Bharatpe into a $2.8 Billion company?,2022-02-04T14:00:12Z
5LGvQaYB67I,How HDFC's Genius strategies KILLED the Banking Monopolies in India? : Business Case study,2022-02-01T14:00:11Z
31UVvKEYO6k,How Aman Gupta's MARKETING STRATEGY turned Boat into a 1500CR Company : Business case study,2022-01-28T14:00:09Z
Wf6X-50OQdE,Netaji Subash Chandra Bose: What Schools don't teach you about India's Real Hero!,2022-01-21T14:00:13Z
t-VpFrqd0W0,How METAVERSE will CHANGE your LIFE? : Business Case Study + a Special Clip Attached,2022-01-18T14:00:13Z
C2tjnJOy7Hw,How iPhone is Killing Apple? What is Tim Cook's STRATEGY to fix it? : Business case study,2022-01-14T14:30:15Z
M9L72ssQAmU,"How JOCKEY's STRATEGY made it a MULTIBAGGER with 14,000% returns? | Page Industries Case Study",2022-01-11T14:00:12Z
cQotN8sAhSM,Indian Government's MASTERPLAN to take control of the SEMICONDUCTOR CRISIS by beating China,2022-01-04T14:00:13Z
upoKb50FiC4,Mensa's GENIUS E-Commerce strategy that made it the fastest unicorn in Indian BUSINESS HISTORY,2021-12-31T11:30:12Z
vkrBQCQLQG0,"How Gaming became a $180,000,000,000 Industry? | Evolution of Gaming Part 1: Esports Case Study",2021-12-24T14:00:14Z
7QOLDRY_Uk4,How INDIGO AIRLINES became a MONOPOLY in Indian Aviation business | Monopoly series EP 3,2021-12-21T15:00:09Z
tI9fRLNmNkY,How DELL KILLED the IBM MONOPOLY? : Dell vs IBM Case Study,2021-12-18T12:30:13Z
X-CLMLrHcqU,How India is fighting China in the Solar wars : Geopolitics Case Study,2021-12-14T14:00:14Z
r5OCFaXqS5I,How MAGGI's GENIUS Marketing Strategy made it a Market Leader?: Nestle Business Case Study,2021-12-10T14:00:11Z
jGT6ob8hV6M,How Asian Paints Built MONOPOLY in the Indian market? : Indian Monopolies EP 1,2021-12-07T15:15:13Z
yxC9kgS8lnQ,The GREAT INDIAN SPORTS WAR : Puma vs Adidas vs Nike,2021-12-03T14:30:14Z
K-ZPmQZn9eY,The Future of Insurance in INDIA : Shared value model (Using business case studies),2021-11-30T14:00:11Z
8tBuAM0XHmY,How KERALA's MARKETING STRATEGY changed Indian Tourism FOREVER? : Tourism Case Study,2021-11-26T14:00:12Z
-NtB3rf8paE,Zomato’s SECRET Plan to Become Profitable: Zomato Hyperpure Business Case Study,2021-11-19T14:15:13Z
pZNDUy3DuC4,Jio Mart can KILL Dmart? : The most EPIC Retail War of India (Business Case study),2021-11-16T14:00:12Z
tDfWwZlJE7Y,Apple is trying to KILL Facebook? : Trillion Dollar Tech war (Business case study),2021-11-12T14:00:11Z
SGIKsejp7-0,How to KILL a MONOPOLY? : The fall of Gillette (Business STRATEGY Case Study),2021-11-09T14:00:13Z
K7uvd1Muc80,This BUSINESS STRATEGY turned Wow Momo into a 1000Cr company? : Business strategy case study,2021-11-05T15:30:10Z
TCboTQr8Ecg,How did Nykaa BEAT Amazon & Flipkart in e-Commerce War?  : Business case study,2021-11-02T14:00:13Z
er752AxyziE,How TATA STEEL became the GREATEST Company in INDIAN History? | Business Case Study  Ep2 Tata Series,2021-10-29T15:30:11Z
glHQPkrcf8A,IKEA :How to grow sales by 200% using Pricing STRATEGIES?: Business Case Study,2021-10-26T15:30:12Z
6DEOW9ZQ2BI,NIKE's Unusual Business Strategy to to Market itself & make Billions? (Business STRATEGY Case Study),2021-10-19T15:30:11Z
DzZCVqrtXYw,How ITC's Business STRATEGY revolutionised Indian Agriculture? : Business case study,2021-10-15T15:30:12Z
3KkHTHZckEY,Why is Mukesh Ambani's Reliance Partnering with 7-Eleven Store chain? : Business strategy case study,2021-10-12T15:30:12Z
Z7P-t_yc8gE,"The Origin story of Haldiram : an 80,000cr  business empire? : Business case study",2021-10-09T12:30:13Z
I9p5K2Ke2MA,How Microsoft KILLS its Competition Silently?: Business Strategy Case Study,2021-10-05T15:30:12Z
B5txS_lC1yY,How Dmart's BUSINESS STRATEGY made Radhakishan Damani the Retail King of India?: Business Case study,2021-10-01T15:30:14Z
OEB_UviHDq0,Jamshedji  TATA : STRATEGY of the GREATEST BUSINESS TYCOON of India,2021-09-28T15:30:13Z
8mef_bxijJk,Henry Ford's Business STRATEGY made FORD a billion dollar company : Business Case study,2021-09-21T15:30:13Z
0wVAPXswE6E,How did Toyota beat FORD & GM using its GENIUS Supply Chain Model?,2021-09-17T15:30:01Z
-IjjEp8V7dI,Google's $1 TRILLION Business STRATEGY that made it Successful: Business Case Study,2021-09-14T15:30:14Z
6Yh1f2nat9o,Burger King's Secret STRATEGY to compete with McDonald's: Burger Wars Ep 1,2021-09-10T15:30:12Z
-d7f71CFACo,How Reliance is planning to KILL Amazon in INDIA? : The BIGGEST BUSINESS WAR IN INDIAN HISTORY,2021-09-07T15:30:13Z
PMj4uZvpSvE,How this BUSINESS STRATEGY made Azim Premji a BILLIONAIRE? : Wipro Case Study,2021-09-04T14:30:12Z
ebxaYgw8Nfw,How to run an Airline business profitably for 47 years & counting: Southwest Airlines CaseStudy,2021-08-31T15:30:13Z
ON-vFJbq1Vc,Decoding ZARA's Billion Dollar Business STRATEGY : Fashion Business Case Study,2021-08-27T15:30:23Z
l2BR48V5UFg,How Flipkart is beating Amazon using its Business STRATEGY ? : Indian Retail Wars Episode 1,2021-08-24T15:30:12Z
RoD3kThcl6U,Decoding BIG Bull's Business STRATEGY to enter Indian Aviation Market : Akasa Airlines Case study,2021-08-20T16:00:10Z
yhpVAki47RI,How Airtel is Beating Jio? : Business Strategy case study,2021-08-13T15:30:10Z
ERN8MZl-2pw,Complete Business Analysis of Electric Mobility Sector using the 3 Lenses of Innovation,2021-08-10T15:30:10Z
nnwqtZiYMxQ,"How Amul beat its competition & made 39,200 Cr during Lockdown? : Business case study",2021-08-03T15:30:12Z
BxDmbGFABJw,What made Walmart the most powerful business Empire worth $559 Billion ? : Business case study,2021-07-30T15:30:10Z
YvA5RFhmLNA,How Airbnb used Recession to become a 131 Billion Dollar Company?,2021-07-27T15:30:12Z
NM-WadrQqWE,How to end poverty in India : Cardano Case study from Ethiopia,2021-07-23T15:30:11Z
HFzSK32G4OU,Business War: Spotify vs Apple Music vs YouTube Music,2021-07-20T15:30:14Z
5JKTbU6RnA0,How India can Become Rich by Adopting the Ireland Education Model?,2021-07-16T15:30:12Z
-_jOwk6GsXo,How to pick the next Stock Market GOLDMINE? (includes Green Energy Case Study),2021-07-13T16:00:12Z
fTuVWwTQegQ,How could Zomato become Profitable? : Understanding the future of Foodtech in India,2021-07-09T15:30:11Z
lSF--3zgjKQ,How to use FEAR to boost your sales? (Ethically),2021-07-06T15:30:09Z
KNblG_-QOL0,What India can Learn from Singapore? (Part 2),2021-07-02T15:30:14Z
XZxQtzUi6d8,The Story Rebuilding of Singapore: Part 1,2021-06-29T15:30:14Z
aEDjZvB3UZM,How India can change forever using Ethereum (Smart contracts)?,2021-06-25T15:30:11Z
p2RCPyv95SE,How did Facebook become a $850 billion company?,2021-06-22T15:30:12Z
hHGlDhJkDKI,Walmart vs Small Local Vendors: American Express Casestudy,2021-06-15T15:30:13Z
YCngR6uSEVo,How to build Brand loyalty like Volvo?,2021-06-11T15:30:13Z
bUFVJKwZYP4,Will Netflix survive the competition? Business Case Study,2021-06-08T15:30:11Z
fxjFr54LLOw,How did Domino's Pizza become so successful? Business Case Study,2021-06-04T15:30:12Z
wAHSJgIx5wA,How did Johnnie Walker keep walking for more than 200 years? : Marketing Case Study,2021-06-01T15:30:10Z
Lb55kGWCZy0,How to Pitch your IDEA using a Powerful Sales Technique?,2021-05-28T15:45:10Z
jp_CSPtSQWY,How did India's MTR Foods overcome all the economic downturns in the past 97 years &make 1000Crores?,2021-05-25T15:30:54Z
ztr7weugMR8,Japan's Innovative Marketing Campaign is saving it from an economic crisis?,2021-05-21T15:30:16Z
EdpoEmifW7M,How 7 Mumbai-based women Entrepreneurs made a 1600 Cr empire from 80Rs | Lijjat Papad Case Study,2021-05-18T15:30:15Z
X2f9IiflXaQ,"Content Marketing Lessons from Red Bull, FORD and Garyvee's book Crush it!",2021-05-14T15:30:17Z
A1k62pSQ7so,This simple idea changed FMCG Market forever | CHIK Shampoo Case Study,2021-05-11T15:30:16Z
GTv4ixuAU3k,How to Learn to Speak in English Fluently for FREE in the most practical way possible? Think School,2021-05-04T15:30:16Z
fnO6UfeplxE,"How to Handle Criticism, Hate and Disrespect?",2021-04-30T15:30:17Z
YRYLPeWCOP0,Gillette's Billion Dollar Business Strategy that kept it relevant for 120 years,2021-04-27T15:30:08Z
h9dlG5WfDfI,Why should I hire you? Complete framework to answer this question,2021-04-23T15:30:09Z
xOeGbJ2bYL0,How is Zoho's Sridhar Vembu transforming Indian village economy by providing education & jobs?,2021-04-20T15:30:16Z
N1Ak5RSAFww,How to Introduce yourself in an Interview without being nervous? (Most effective technique),2021-04-16T15:30:17Z
EUcVBDtJo5M,CRED's Genius Business Model EXPLAINED,2021-04-13T15:30:02Z
TqZRgHOlKmU,STOP making these 3 Interview Mistakes! (90% Candidates get rejected because of this),2021-04-09T15:31:08Z
n1wsInQGX4c,Skyrocket your productivity using this simple Step-by-step guide to focus!,2021-04-02T15:38:50Z
6-tS7-IhCbI,The Genius Marketing Strategy of Marlboro Cigarettes | Business Marketing Case study,2021-03-30T15:31:04Z
k--beE42aDs,How to Read effectively like a CEO? (NOT Speed Reading),2021-03-26T16:12:50Z
LNmhEp0kj5Q,IKEA Business Case Study: How to Earn 40 Billion$ Every Year by Selling Furniture? (IKEA Effect),2021-03-24T16:21:27Z
t8v1aWCZYTE,How to earn money as a Freelancer in 2021 : A step-by-step Guide,2021-03-19T14:30:17Z
vguLPoLiFNg,Zerodha Case Study: Bootstrapped to Billion dollar valuation startup without advertisements!,2021-03-13T11:47:00Z
pK887oMqxRY,How to get a game-changing startup idea? | The Art of Innovation,2021-01-18T03:30:02Z
IxIi1xTx8zc,Zuckerberg is watching? How to safeguard your data from Facebook?,2021-01-13T04:00:25Z
5vMbXNjgSjw,3 Self Help Books that changed my Life | My Book Recommendations,2021-01-10T03:00:04Z
o-gGiyY9s9w,How does Facebook kill its competition? Explained with examples,2021-01-09T04:30:04Z
Qob_63A3Wzw,How to set Goals and work consistently towards it?,2021-01-03T07:11:02Z
8rulgRgwHYc,How is India's STRATEGY attracting Industries from China : Production incentive program explained,2020-12-25T15:11:18Z
J3oIuKfx4SE,How much motivation is good for you? (How not to overdo it and get shit done),2020-12-15T12:30:15Z
JqSeQ3c4_qI,The story of the Spice King of India from a Tonga driver to a Millionaire,2020-12-05T13:49:37Z
ODBJz87boBQ,Dhirubhai Ambani vs Bear Cartel | Stock Market Concepts EXPLAINED,2020-11-18T13:15:26Z
wzsYAuxhxSw,The smoothest Sales Pitch you will ever come accross: Amway Case Study,2020-11-05T16:35:56Z
rN0HrbDDmZ8,What Steve Jobs learnt from Nike's marketing campaign that beat it's rival Adidas,2020-10-24T15:43:51Z
UL9dWIy2WZs,How Coca-Cola sold sugared water for over 100 years? | Marketing Casestudy,2020-10-11T14:07:49Z
76w6GQ1vs1Y,What are the FARM BILLS & Why are farmers protesting? (History & Concepts Explained),2020-10-04T09:49:52Z
WCJQ2PhzEOM,This is how Jeff Bezos' Amazon beat their competition legitimately,2020-09-30T07:48:08Z
3t6Ikn6mkH0,The Secret Business lessons from Amazon's Jeff Bezos,2020-09-23T07:54:09Z
6GWm2OyekXY,Don't Hustle!  DO THIS instead!,2020-09-16T14:10:51Z
ULhoofZmZmg,How China's most successful businessman Jack Ma's Alibaba beat the US giant eBay?,2020-09-05T03:45:12Z
nvN3cpi2Dgg,How to never get distracted?,2020-08-24T05:55:37Z
odPwOQI_O0Q,Train your mind to never get nervous in any situation  (Practical Steps),2020-08-16T13:34:50Z
AxR6o03eKV0,Think School Live Stream,2020-08-16T11:32:59Z
cWsxSP3KGvs,Can India's National Education Policy (NEP 2020) transform the Indian Education System? (EXPLAINED),2020-08-06T04:33:50Z
3tVoKZ5pHMU,Indian Education System EXPOSED & How can we fix it? (Rant by an Engineering College Student),2020-07-28T18:04:56Z
